longitude,Has Parking,Cancellation Policy,Has Hot Tub,city,bedrooms,AirDNA Market,adr,Pets Allowed,Occupancy Rate LTM,Max Guests,Listing Type,Host Type,Has Pool,Created Date,bathrooms,Overall Rating,Minimum Stay,Cleaning Fee,Price Tier,Has Kitchen,Number of Reviews,Number of Photos,Number of Bookings LTM,latitude,zipcode
-116.52897,True,strict,False,Pioneertown,1.0,"JOSHUA TREE, CA",345.45,True,0.55,7.0,Entire home/apt,2-5 Units,True,2016-04-12,1.0,99.0,31.0,75.0,luxury,True,205.0,26.0,33.0,34.25491,92268
-116.35124,True,strict,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",550.0,False,1.0,6.0,Entire home/apt,2-5 Units,True,2016-04-13,2.0,97.0,4.0,200.0,midscale,True,101.0,24.0,1.0,33.74618,92211
-116.328949,True,strict,True,Joshua Tree,3.0,"JOSHUA TREE, CA",261.49,True,0.454795,8.0,Entire home/apt,2-5 Units,False,2013-06-05,2.0,96.738404,2.0,85.0,economy,True,539.0,54.0,65.0,34.121407,92252
-116.43598,True,strict,True,Yucca Valley,3.0,"JOSHUA TREE, CA",417.13,False,0.75,6.0,Entire home/apt,2-5 Units,True,2016-04-23,2.5,99.0,2.0,200.0,upscale,True,333.0,47.0,87.0,34.15398,92284
-116.39154,True,strict,False,Landers,1.0,"JOSHUA TREE, CA",224.0,False,0.157068,2.0,Entire home/apt,6-20 Units,True,2016-04-06,1.0,97.0,1.0,35.0,upscale,True,21.0,19.0,10.0,34.28935,92285
-116.46923,True,strict,False,Cathedral City,0.0,"COACHELLA VALLEY, CA",524.02,False,0.482143,8.0,Entire home/apt,2-5 Units,True,2016-04-01,2.5,99.0,31.0,260.0,luxury,True,153.0,59.0,15.0,33.77695,92234
-116.43478,True,strict,False,Rancho Mirage,3.0,"COACHELLA VALLEY, CA",269.38,False,0.57971,8.0,Entire home/apt,1 Unit,True,2016-04-28,3.0,90.0,27.0,150.0,budget,True,5.0,28.0,19.0,33.79782,92270
-116.32166,True,moderate,False,Joshua Tree,2.0,"JOSHUA TREE, CA",406.0,False,1.0,4.0,Entire home/apt,1 Unit,False,2016-05-10,2.0,100.0,2.0,200.0,upscale,True,208.0,62.0,1.0,34.10784,92252
-116.47204,True,moderate,False,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",135.22,True,0.526154,3.0,Entire home/apt,6-20 Units,False,2016-03-05,1.0,95.0,1.0,68.0,economy,True,515.0,31.0,64.0,33.95451,92240
-116.352,True,strict,True,Yucca Valley,5.0,"JOSHUA TREE, CA",1472.35,False,0.78882,10.0,Entire home/apt,6-20 Units,True,2016-05-17,2.0,98.0,2.0,250.0,luxury,True,19.0,31.0,140.0,34.18779,92284
-116.39217,True,strict,True,Rancho Mirage,3.0,"COACHELLA VALLEY, CA",379.6,False,0.106383,6.0,Entire home/apt,1 Unit,True,2017-05-08,2.0,100.0,28.0,200.0,upscale,True,24.0,22.0,4.0,33.74423,92270
-116.30861,True,moderate,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",198.98,False,0.564202,6.0,Entire home/apt,6-20 Units,True,2016-05-27,2.0,93.0,1.0,150.0,economy,True,73.0,23.0,27.0,33.72958,92211
-116.39254,True,strict,True,Yucca Valley,0.0,"JOSHUA TREE, CA",153.01,False,0.517808,2.0,Entire home/apt,6-20 Units,True,2016-05-12,1.0,99.0,1.0,50.0,economy,True,362.0,37.0,103.0,34.25281,92284
-116.4285,True,strict,True,Rancho Mirage,2.0,"COACHELLA VALLEY, CA",155.32,False,0.806818,4.0,Entire home/apt,1 Unit,True,2016-06-03,2.0,99.0,28.0,150.0,budget,True,65.0,31.0,13.0,33.79861,92270
-116.40484,True,super strict,True,Rancho Mirage,4.0,"COACHELLA VALLEY, CA",436.97,False,0.510417,8.0,Entire home/apt,21+ Units,True,2016-06-04,4.0,98.5,1.0,350.0,economy,True,98.0,53.0,28.0,33.73392,92270
-116.32555,True,flexible,True,Palm Desert,1.0,"COACHELLA VALLEY, CA",207.61,False,0.532967,4.0,Entire home/apt,2-5 Units,True,2020-07-12,1.5,98.0,3.0,175.0,midscale,True,92.0,20.0,21.0,33.76173,92211
-116.53297,True,strict,False,Landers,1.0,"JOSHUA TREE, CA",114.24,True,0.344262,4.0,Entire home/apt,2-5 Units,False,2021-01-15,1.0,100.0,2.0,95.0,midscale,True,18.0,52.0,13.0,34.37911,92285
-116.47115,True,moderate,True,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",139.27,True,0.567073,3.0,Entire home/apt,6-20 Units,True,2016-06-17,1.0,95.0,1.0,59.0,economy,True,516.0,29.0,74.0,33.95467,92240
-116.5856346528,True,moderate,True,North Palm Springs,4.0,"COACHELLA VALLEY, CA",391.4,False,0.930931,9.0,Entire home/apt,1 Unit,False,2016-05-02,2.5,99.0,1.0,159.0,midscale,True,958.0,57.0,168.0,33.9311272101,92258
-116.28344,True,strict,False,Joshua Tree,1.0,"JOSHUA TREE, CA",202.9,False,0.853994,4.0,Entire home/apt,2-5 Units,False,2017-01-02,1.0,99.0,3.0,100.0,upscale,True,371.0,44.0,92.0,34.17922,92252
-116.3733,True,strict,True,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",336.62,True,0.472222,3.0,Entire home/apt,1 Unit,False,2016-03-21,1.0,100.0,3.0,100.0,upscale,True,56.0,37.0,10.0,33.90546,92241
-116.42972,True,strict,True,Rancho Mirage,3.0,"COACHELLA VALLEY, CA",264.04,False,1.0,5.0,Entire home/apt,2-5 Units,True,2016-03-21,2.0,99.188235,27.0,250.0,budget,True,85.0,36.0,7.0,33.79656,92270
-116.37295,True,moderate,False,Yucca Valley,2.0,"JOSHUA TREE, CA",316.33,False,0.411765,4.0,Entire home/apt,1 Unit,False,2016-05-30,2.0,100.0,2.0,100.0,luxury,True,62.0,37.0,5.0,34.09584,92284
-116.40268,True,moderate,True,Rancho Mirage,3.0,"COACHELLA VALLEY, CA",291.75,False,0.318182,6.0,Entire home/apt,2-5 Units,True,2016-06-14,2.0,98.776,28.0,225.0,economy,True,125.0,34.0,19.0,33.74048,92270
-116.55082,True,flexible,False,Pioneertown,1.0,"JOSHUA TREE, CA",310.72,False,0.266055,5.0,Entire home/apt,2-5 Units,False,2016-06-20,1.0,100.0,1.0,49.0,luxury,True,106.0,15.0,13.0,34.19863,92268
-116.30744,True,strict,True,Joshua Tree,0.0,"JOSHUA TREE, CA",236.15,False,0.571823,2.0,Entire home/apt,1 Unit,True,2016-05-09,1.0,99.0,2.0,75.0,luxury,True,470.0,62.0,92.0,34.13498,92252
-116.31519,True,strict,True,Joshua Tree,1.0,"JOSHUA TREE, CA",350.0,True,0.254902,4.0,Entire home/apt,6-20 Units,False,2009-10-30,1.0,99.0,2.0,0.0,luxury,True,148.0,24.0,13.0,34.104,92252
-116.35125,True,strict,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",280.63,False,0.56,6.0,Entire home/apt,1 Unit,True,2016-07-17,2.5,96.0,3.0,200.0,economy,True,9.0,52.0,9.0,33.7699,92211
-116.64368,True,moderate,True,Whitewater,1.0,"COACHELLA VALLEY, CA",190.19,False,0.170732,2.0,Private room,6-20 Units,False,2013-05-30,1.0,100.0,2.0,20.0,midscale,False,118.0,23.0,5.0,33.94383,92282
-116.38624,True,moderate,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",318.36,False,0.77377,8.0,Entire home/apt,21+ Units,True,2016-07-02,2.0,98.608833,2.0,0.0,upscale,True,317.0,49.0,115.0,33.78314,92211
-116.40118,True,strict,True,Rancho Mirage,2.0,"COACHELLA VALLEY, CA",254.09,True,1.0,4.0,Entire home/apt,2-5 Units,True,2016-04-03,2.0,99.272727,3.0,150.0,midscale,True,22.0,33.0,2.0,33.73605,92270
-116.49084,True,strict,False,Cathedral City,1.0,"COACHELLA VALLEY, CA",132.0,False,0.285714,2.0,Private room,6-20 Units,False,2016-04-04,1.0,91.0,1.0,25.0,midscale,True,19.0,4.0,1.0,33.85171,92234
-116.31555,True,strict,True,Joshua Tree,1.0,"JOSHUA TREE, CA",251.45,False,0.371069,2.0,Entire home/apt,6-20 Units,False,2016-04-14,1.0,99.0,2.0,100.0,luxury,True,571.0,22.0,52.0,34.13527,92252
-116.22904,True,moderate,True,Joshua Tree,1.0,"JOSHUA TREE, CA",375.0,True,0.050847,4.0,Entire home/apt,2-5 Units,False,2009-11-16,1.0,98.0,30.0,75.0,luxury,True,98.0,27.0,3.0,34.12908,92252
-116.27758,True,moderate,True,Joshua Tree,2.0,"JOSHUA TREE, CA",217.92,False,0.539726,4.0,Entire home/apt,6-20 Units,True,2016-07-09,2.0,97.0,1.0,75.0,midscale,True,417.0,165.0,108.0,34.2162,92252
-116.47736,True,super strict,True,Cathedral City,3.0,"COACHELLA VALLEY, CA",159.6,False,0.322581,6.0,Entire home/apt,6-20 Units,True,2016-07-10,3.0,100.0,31.0,175.0,budget,True,16.0,14.0,2.0,33.82147,92234
-116.31191,True,moderate,True,Joshua Tree,3.0,"JOSHUA TREE, CA",305.98,False,0.27451,8.0,Entire home/apt,2-5 Units,False,2016-07-25,2.0,97.0,31.0,150.0,budget,True,183.0,42.0,11.0,34.14322,92252
-116.32329,True,strict,True,Joshua Tree,1.0,"JOSHUA TREE, CA",207.44,False,0.880886,4.0,Entire home/apt,2-5 Units,False,2016-07-26,1.0,99.0,1.0,75.0,upscale,True,854.0,24.0,189.0,34.1111,92252
-116.36055,True,flexible,True,Yucca Valley,2.0,"JOSHUA TREE, CA",245.67,True,0.63142,5.0,Entire home/apt,1 Unit,True,2016-07-26,1.0,99.015924,1.0,135.0,upscale,True,314.0,79.0,79.0,34.22805,92284
-116.38537,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",739.0,False,0.341463,8.0,Entire home/apt,21+ Units,True,2016-07-19,2.0,100.0,4.0,150.0,luxury,True,6.0,24.0,4.0,33.78286,92211
-116.38537,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",443.12,False,0.27,8.0,Private room,21+ Units,True,2016-07-19,2.0,100.0,3.0,150.0,upscale,True,1.0,24.0,49.0,33.78286,92211
-116.4795,True,strict,True,Cathedral City,0.0,"COACHELLA VALLEY, CA",116.0,False,0.181818,2.0,Entire home/apt,21+ Units,True,2016-08-01,1.0,97.0,1.0,0.0,economy,True,7.0,7.0,1.0,33.83032,92234
-116.432,True,flexible,False,Yucca Valley,1.0,"JOSHUA TREE, CA",120.82,True,0.202381,2.0,Entire home/apt,1 Unit,False,2018-01-13,1.0,98.0,3.0,75.0,economy,True,110.0,39.0,3.0,34.115,92284
-116.26619,True,moderate,False,Joshua Tree,2.0,"JOSHUA TREE, CA",210.71,True,0.376119,4.0,Entire home/apt,2-5 Units,False,2016-08-05,1.0,99.0,2.0,100.0,midscale,True,362.0,26.0,49.0,34.24847,92252
-116.49504,True,flexible,True,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",131.25,False,0.148148,2.0,Private room,6-20 Units,False,2016-02-06,1.0,100.0,2.0,35.0,economy,True,11.0,10.0,7.0,33.9535,92240
-116.37225,True,moderate,False,Yucca Valley,3.0,"JOSHUA TREE, CA",150.65,False,0.866197,4.0,Entire home/apt,1 Unit,False,2016-08-08,1.0,97.0,31.0,100.0,economy,True,125.0,58.0,80.0,34.14647,92284
-116.55156,True,flexible,False,Pioneertown,1.0,"JOSHUA TREE, CA",173.38,False,0.142857,2.0,Entire home/apt,2-5 Units,False,2016-06-20,1.0,99.0,1.0,29.0,midscale,False,142.0,16.0,11.0,34.19809,92268
-116.30573,True,strict,True,Palm Desert,0.0,"COACHELLA VALLEY, CA",131.17,False,0.793103,4.0,Entire home/apt,21+ Units,True,2016-07-18,1.0,80.0,4.0,0.0,economy,True,4.0,18.0,4.0,33.73063,92211
-116.34219,True,moderate,False,Palm Desert,1.0,"COACHELLA VALLEY, CA",90.0,False,1.0,2.0,Entire home/apt,1 Unit,False,2016-08-28,1.0,100.0,4.0,0.0,economy,False,35.0,15.0,1.0,33.74447,92211
-116.4119,True,strict,True,Rancho Mirage,1.0,"COACHELLA VALLEY, CA",700.0,False,1.0,4.0,Entire home/apt,21+ Units,True,2016-07-09,1.0,98.181818,1.0,0.0,luxury,True,11.0,6.0,1.0,33.80126,92270
-116.44395,True,strict,False,Yucca Valley,1.0,"JOSHUA TREE, CA",174.75,True,0.480687,2.0,Entire home/apt,2-5 Units,False,2016-12-05,1.0,99.0,2.0,60.0,upscale,True,186.0,51.0,38.0,34.16162,92284
-116.3751,True,strict,True,Palm Desert,4.0,"COACHELLA VALLEY, CA",722.95,False,0.412162,8.0,Entire home/apt,1 Unit,True,2016-08-09,3.5,97.333333,28.0,355.0,midscale,True,57.0,37.0,26.0,33.78185,92211
-116.46808,True,moderate,True,Cathedral City,2.0,"COACHELLA VALLEY, CA",151.28,False,0.392638,4.0,Entire home/apt,1 Unit,True,2017-05-24,2.0,93.0,30.0,50.0,budget,True,3.0,10.0,15.0,33.79538,92234
-116.32378,True,strict,True,Palm Desert,5.0,"COACHELLA VALLEY, CA",1141.35,False,0.409524,10.0,Entire home/apt,6-20 Units,True,2016-08-13,4.5,100.0,28.0,395.0,economy,True,2.0,53.0,16.0,33.76189,92211
-116.31186,True,moderate,False,Joshua Tree,1.0,"JOSHUA TREE, CA",181.66,False,0.463277,2.0,Entire home/apt,2-5 Units,False,2013-07-17,1.0,99.0,1.0,50.0,upscale,True,830.0,42.0,104.0,34.12617,92252
-116.50427,True,strict,True,Pioneertown,5.0,"JOSHUA TREE, CA",1595.16,True,0.715543,14.0,Entire home/apt,1 Unit,True,2016-08-19,5.5,100.0,2.0,599.0,luxury,True,167.0,145.0,96.0,34.15655,92268
-116.47467,True,strict,False,Cathedral City,3.0,"COACHELLA VALLEY, CA",368.42,True,0.447761,6.0,Entire home/apt,1 Unit,True,2013-08-02,2.0,97.0,30.0,200.0,midscale,True,165.0,32.0,19.0,33.84382,92234
-116.31947,True,strict,False,Joshua Tree,3.0,"JOSHUA TREE, CA",177.35,False,0.532609,5.0,Entire home/apt,1 Unit,False,2016-05-09,2.0,99.0,2.0,120.0,budget,True,129.0,23.0,9.0,34.12841,92252
-116.47902,True,strict,True,Cathedral City,3.0,"COACHELLA VALLEY, CA",380.33,False,0.83908,4.0,Entire home/apt,1 Unit,True,2016-09-01,2.0,100.0,30.0,185.0,midscale,True,70.0,64.0,8.0,33.76718,92234
-116.4822,True,strict,True,Cathedral City,2.0,"COACHELLA VALLEY, CA",349.0,False,0.035714,4.0,Entire home/apt,2-5 Units,True,2016-12-05,2.0,94.9,30.0,150.0,economy,True,100.0,19.0,1.0,33.8452,92234
-116.47311,True,strict,True,Yucca Valley,2.0,"JOSHUA TREE, CA",304.45,True,0.709677,6.0,Entire home/apt,2-5 Units,True,2016-08-20,2.0,99.115044,31.0,200.0,upscale,True,113.0,36.0,12.0,34.11687,92284
-116.34977,True,flexible,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",165.0,False,0.391304,4.0,Entire home/apt,1 Unit,True,2016-09-02,2.0,100.0,7.0,100.0,budget,True,2.0,12.0,2.0,33.76599,92211
-116.31369,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",298.95,False,0.472527,4.0,Entire home/apt,2-5 Units,True,2016-09-21,2.0,98.0,2.0,160.0,midscale,True,31.0,54.0,10.0,33.75088,92211
-116.42334,True,flexible,True,Yucca Valley,3.0,"JOSHUA TREE, CA",384.29,True,0.205882,7.0,Entire home/apt,1 Unit,False,2013-08-13,2.0,99.0,31.0,150.0,upscale,True,86.0,48.0,1.0,34.09376,92284
-116.35121,True,moderate,True,Joshua Tree,4.0,"JOSHUA TREE, CA",476.92,True,0.458084,8.0,Entire home/apt,1 Unit,True,2016-09-24,2.5,99.0,2.0,225.0,upscale,True,268.0,58.0,42.0,34.11549,92252
-116.32612,True,strict,True,Joshua Tree,2.0,"JOSHUA TREE, CA",305.21,False,0.288372,2.0,Entire home/apt,2-5 Units,False,2017-03-09,2.5,99.0,2.0,85.0,upscale,True,131.0,64.0,18.0,34.12683,92252
-116.48365,True,moderate,True,Cathedral City,3.0,"COACHELLA VALLEY, CA",493.87,True,0.338983,6.0,Entire home/apt,2-5 Units,True,2013-08-09,2.0,97.0,31.0,150.0,upscale,True,105.0,28.0,22.0,33.84763,92234
-116.40211,True,strict,True,Yucca Valley,1.0,"JOSHUA TREE, CA",224.55,True,0.608955,4.0,Entire home/apt,6-20 Units,True,2013-08-15,1.5,99.0,2.0,50.0,luxury,True,651.0,44.0,72.0,34.14616,92284
-116.4979,True,strict,True,Desert Hot Springs,3.0,"COACHELLA VALLEY, CA",355.48,False,0.477912,6.0,Entire home/apt,1 Unit,True,2016-10-03,2.0,97.0,2.0,125.0,midscale,True,48.0,39.0,41.0,33.98071,92240
-116.34565,True,moderate,False,Joshua Tree,0.0,"JOSHUA TREE, CA",265.25,False,0.372549,2.0,Entire home/apt,1 Unit,False,2016-09-26,1.0,100.0,2.0,69.0,luxury,True,137.0,47.0,23.0,34.17908,92252
-116.3545,True,strict,True,Palm Desert,0.0,"COACHELLA VALLEY, CA",288.33,True,0.462366,7.0,Entire home/apt,21+ Units,True,2011-06-21,2.0,94.428571,30.0,165.0,economy,True,112.0,56.0,7.0,33.73119,92211
-116.31916,True,flexible,False,Palm Desert,4.0,"COACHELLA VALLEY, CA",520.74,False,0.343407,7.0,Entire home/apt,1 Unit,False,2016-09-24,1.5,98.0,3.0,150.0,economy,True,11.0,6.0,101.0,33.7395,92211
-116.3504638672,True,flexible,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",219.6,False,0.744681,6.0,Entire home/apt,2-5 Units,True,2016-10-07,2.5,98.0,7.0,175.0,budget,True,24.0,26.0,5.0,33.7664299011,92211
-116.33298,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",221.72,False,0.582677,6.0,Entire home/apt,2-5 Units,True,2016-02-23,2.0,97.442308,2.0,180.0,economy,True,208.0,23.0,39.0,33.77233,92211
-116.31711,True,strict,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",199.0,False,1.0,7.0,Entire home/apt,1 Unit,True,2016-10-02,2.0,100.0,28.0,200.0,budget,True,33.0,20.0,1.0,33.73711,92211
-116.49517,True,moderate,False,Pioneertown,3.0,"JOSHUA TREE, CA",438.81,True,0.368098,7.0,Entire home/apt,2-5 Units,False,2016-10-08,2.0,100.0,2.0,140.0,luxury,True,106.0,60.0,41.0,34.15839,92268
-116.34133,True,moderate,False,Joshua Tree,1.0,"JOSHUA TREE, CA",148.98,False,0.787966,2.0,Entire home/apt,2-5 Units,False,2016-09-23,1.0,99.040747,2.0,70.0,economy,True,589.0,41.0,103.0,34.15061,92252
-116.37648,True,strict,False,Palm Desert,3.0,"COACHELLA VALLEY, CA",961.57,False,0.236486,4.0,Entire home/apt,2-5 Units,True,2017-05-08,1.0,100.0,3.0,175.0,luxury,True,1.0,40.0,19.0,33.77272,92211
-116.48405,True,strict,True,Cathedral City,2.0,"COACHELLA VALLEY, CA",159.77,False,0.494382,4.0,Entire home/apt,1 Unit,True,2016-10-07,2.0,97.096774,30.0,160.0,economy,True,31.0,26.0,8.0,33.84103,92234
-116.27959,True,flexible,True,Joshua Tree,1.0,"JOSHUA TREE, CA",216.38,True,0.978082,4.0,Entire home/apt,2-5 Units,False,2013-08-06,1.0,99.0,1.0,70.0,upscale,True,1189.0,80.0,212.0,34.21332,92252
-116.34765,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",232.2,True,0.570755,5.0,Entire home/apt,2-5 Units,True,2016-10-22,2.0,98.0,4.0,200.0,economy,True,93.0,38.0,22.0,33.76586,92211
-116.48509,True,flexible,True,Desert Hot Springs,3.0,"COACHELLA VALLEY, CA",532.15,True,0.759843,6.0,Entire home/apt,2-5 Units,True,2016-10-15,2.0,97.373288,2.0,0.0,upscale,True,292.0,61.0,58.0,33.95728,92240
-116.37294,True,strict,True,Landers,1.0,"JOSHUA TREE, CA",165.02,True,0.751656,2.0,Entire home/apt,21+ Units,False,2013-08-22,1.0,98.669643,2.0,105.0,midscale,True,112.0,52.0,90.0,34.27736,92285
-116.3076,True,strict,True,Joshua Tree,1.0,"JOSHUA TREE, CA",189.78,True,0.722992,3.0,Entire home/apt,2-5 Units,False,2016-11-01,1.0,97.0,1.0,100.0,upscale,True,774.0,73.0,146.0,34.1607,92252
-116.44781,True,strict,True,Rancho Mirage,2.0,"COACHELLA VALLEY, CA",186.54,False,0.216216,4.0,Entire home/apt,1 Unit,True,2013-08-23,2.0,100.0,28.0,180.0,budget,True,8.0,16.0,12.0,33.7899,92270
-116.30946,True,strict,False,Joshua Tree,0.0,"JOSHUA TREE, CA",130.92,False,0.25228,2.0,Entire home/apt,6-20 Units,False,2016-10-28,1.0,98.0,1.0,50.0,economy,True,346.0,21.0,51.0,34.15249,92252
-116.280777,True,moderate,False,Joshua Tree,2.0,"JOSHUA TREE, CA",213.06,False,0.292237,5.0,Entire home/apt,1 Unit,False,2016-10-21,1.0,98.0,2.0,100.0,economy,True,114.0,28.0,17.0,34.096241,92252
-116.3455,True,flexible,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",231.42,False,0.476793,4.0,Entire home/apt,2-5 Units,True,2016-10-22,2.0,98.0,2.0,135.0,midscale,True,100.0,40.0,34.0,33.7605,92211
-116.27074,True,flexible,False,Joshua Tree,0.0,"JOSHUA TREE, CA",151.89,False,0.907285,2.0,Entire home/apt,2-5 Units,False,2016-11-08,1.0,99.0,2.0,60.0,midscale,True,313.0,34.0,94.0,34.21841,92252
-116.30473,True,moderate,True,Joshua Tree,0.0,"JOSHUA TREE, CA",212.94,False,0.573099,3.0,Entire home/apt,2-5 Units,False,2016-11-04,1.0,100.0,1.0,65.0,upscale,True,740.0,38.0,126.0,34.16326,92252
-116.47845,True,strict,True,Cathedral City,1.0,"COACHELLA VALLEY, CA",102.67,False,1.0,2.0,Private room,6-20 Units,True,2016-02-28,1.0,100.0,3.0,50.0,economy,True,16.0,23.0,1.0,33.76167,92234
-116.31439,True,strict,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",362.5,False,0.4,6.0,Entire home/apt,2-5 Units,True,2016-11-01,2.0,100.0,3.0,150.0,midscale,True,13.0,20.0,12.0,33.74397,92211
-116.28101,True,moderate,False,Joshua Tree,2.0,"JOSHUA TREE, CA",254.69,True,0.713816,3.0,Entire home/apt,1 Unit,False,2016-06-17,1.0,100.0,3.0,125.0,midscale,True,143.0,53.0,52.0,34.10028,92252
-116.42907,True,moderate,True,Yucca Valley,3.0,"JOSHUA TREE, CA",195.55,False,0.449814,6.0,Entire home/apt,2-5 Units,False,2016-11-13,2.0,96.0,2.0,150.0,budget,True,159.0,40.0,27.0,34.1294,92284
-116.39474,True,strict,True,Rancho Mirage,2.0,"COACHELLA VALLEY, CA",268.1,False,0.984375,6.0,Entire home/apt,1 Unit,True,2016-11-08,2.0,98.0,30.0,175.0,economy,True,85.0,14.0,13.0,33.73519,92270
-116.31213,True,moderate,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",246.58,True,0.662162,6.0,Entire home/apt,6-20 Units,True,2016-09-05,2.0,97.0,2.0,125.0,budget,True,112.0,36.0,37.0,33.74377,92211
-116.31881,True,flexible,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",310.0,True,1.0,5.0,Entire home/apt,2-5 Units,True,2016-06-17,2.0,99.0,27.0,150.0,luxury,True,44.0,28.0,1.0,33.74772,92211
-116.31588,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",198.0,True,1.0,4.0,Entire home/apt,2-5 Units,True,2022-03-18,2.0,100.0,30.0,150.0,luxury,True,3.0,15.0,1.0,33.75671,92211
-116.33049,True,strict,False,Joshua Tree,1.0,"JOSHUA TREE, CA",194.33,False,0.227273,4.0,Entire home/apt,2-5 Units,False,2016-11-18,1.0,99.0,2.0,150.0,upscale,True,220.0,65.0,2.0,34.14471,92252
-116.35542,True,strict,True,Yucca Valley,2.0,"JOSHUA TREE, CA",223.44,False,0.758904,4.0,Entire home/apt,2-5 Units,False,2016-11-19,2.0,100.0,2.0,110.0,midscale,True,559.0,42.0,102.0,34.19608,92284
-116.38949,True,moderate,False,Yucca Valley,2.0,"JOSHUA TREE, CA",195.5,True,0.344051,4.0,Entire home/apt,1 Unit,False,2016-10-15,1.0,99.0,2.0,90.0,economy,True,219.0,43.0,36.0,34.22927,92284
-116.3535,True,strict,True,Palm Desert,2.0,"COACHELLA VALLEY, CA",180.0,True,0.061224,5.0,Entire home/apt,2-5 Units,True,2016-09-12,2.0,100.0,28.0,0.0,economy,True,2.0,29.0,6.0,33.73219,92211
-116.44041,True,flexible,True,Rancho Mirage,3.0,"COACHELLA VALLEY, CA",525.0,False,0.064516,6.0,Entire home/apt,21+ Units,True,2016-12-03,3.0,100.0,30.0,200.0,upscale,True,19.0,36.0,2.0,33.8007,92270
-116.42533,True,strict,True,Rancho Mirage,4.0,"COACHELLA VALLEY, CA",568.47,False,0.137615,6.0,Entire home/apt,2-5 Units,True,2016-11-24,4.5,100.0,28.0,350.0,budget,True,28.0,134.0,9.0,33.81208,92270
-116.40883,True,strict,True,Yucca Valley,2.0,"JOSHUA TREE, CA",480.45,False,0.259777,6.0,Entire home/apt,2-5 Units,True,2016-03-07,2.0,97.026201,2.0,75.0,luxury,True,229.0,54.0,50.0,34.13867,92284
-116.30738,True,flexible,True,Joshua Tree,1.0,"JOSHUA TREE, CA",92.96,False,0.677903,3.0,Entire home/apt,1 Unit,False,2016-12-08,1.0,99.0,1.0,35.0,budget,False,1039.0,16.0,78.0,34.16538,92252
-116.4828,True,moderate,True,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",70.12,False,0.42,4.0,Private room,6-20 Units,True,2016-12-06,1.0,94.0,1.0,20.0,budget,False,130.0,57.0,81.0,33.91445,92241
-116.37446,True,strict,True,Palm Desert,4.0,"COACHELLA VALLEY, CA",863.96,True,0.670588,10.0,Entire home/apt,6-20 Units,True,2016-12-06,3.0,97.292208,7.0,300.0,luxury,True,154.0,24.0,5.0,33.77456,92211
-116.3425,True,strict,True,Palm Desert,3.0,"COACHELLA VALLEY, CA",413.94,False,0.302752,8.0,Entire home/apt,1 Unit,True,2016-12-15,3.0,99.285714,27.0,330.0,economy,True,21.0,25.0,17.0,33.77044,92211
-116.46528,True,strict,True,Cathedral City,3.0,"COACHELLA VALLEY, CA",452.24,False,0.333333,4.0,Entire home/apt,1 Unit,True,2016-12-14,2.0,98.0,30.0,200.0,economy,True,50.0,40.0,33.0,33.77608,92234
-116.48307,True,moderate,True,Desert Hot Springs,1.0,"COACHELLA VALLEY, CA",73.08,False,0.581325,4.0,Entire home/apt,6-20 Units,True,2016-12-22,1.0,94.0,1.0,20.0,budget,False,493.0,56.0,105.0,33.91404,92241
-116.28853,True,strict,False,Joshua Tree,3.0,"JOSHUA TREE, CA",272.13,False,0.652174,6.0,Entire home/apt,2-5 Units,False,2016-12-25,2.0,96.0,2.0,95.0,midscale,True,119.0,37.0,5.0,34.17917,92252
-116.48048,True,strict,True,Cathedral City,1.0,"COACHELLA VALLEY, CA",243.32,False,0.620087,4.0,Entire home/apt,21+ Units,True,2017-01-04,1.0,100.0,2.0,119.0,midscale,True,2.0,13.0,89.0,33.83007,92234
-116.47317,True,strict,True,Cathedral City,3.0,"COACHELLA VALLEY, CA",413.06,True,0.49697,6.0,Entire home/apt,2-5 Units,True,2017-01-01,2.0,98.538462,30.0,250.0,midscale,True,156.0,78.0,20.0,33.77274,92234
